pitcher,pitcher_id,bf,xwoba_allowed,woba_allowed,xslg_allowed,avg_ev_allowed,hardhit_allowed_rate,k_rate,bb_rate,pitcher_score
Joe Boyle,671212,92,0.3229757619047619,0.33095238095238094,0.44353846153846155,82.83749999999999,0.08695652173913043,0.05434782608695652,0.03260869565217391,-0.14075749522674477
Joe Ryan,657746,90,0.14173795238095238,0.3,0.28136363636363637,81.98,0.05555555555555555,0.1,0.011111111111111112,0.9647642923975629
Joel Payamps,606303,42,0.40807168458781357,0.3222222222222222,0.8776405529953918,89.4923076923077,0.11904761904761904,0.047619047619047616,0.0,-0.8537911945058168
Joel Peguero,666711,28,0.39412176477732797,0.16,0.7930150375939851,93.42222222222222,0.14285714285714285,0.07142857142857142,0.03571428571428571,-0.8580173132398984
Joey Cantillo,676282,77,0.267065,0.225,0.7234222222222222,78.58333333333333,0.06493506493506493,0.1038961038961039,0.0,0.39109520410418114
Joey Lucchesi,664192,25,0.6039522301886793,0.79,1.2397421383647798,84.25,0.08,0.04,0.04,-1.6539567246497284
Joey Wentz,666214,86,0.40368154545454543,0.44090909090909086,0.6156773618538324,81.47500000000001,0.06976744186046512,0.03488372093023256,0.023255813953488372,-0.5253710996864033
Johan Oviedo,670912,151,0.2980307763157895,0.2868421052631579,0.4949542112299465,80.43488372093023,0.046357615894039736,0.06622516556291391,0.039735099337748346,0.11430482898380248
John Curtiss,595928,24,0.15024561403508774,0.3333333333333333,0.5388771929824562,81.92857142857143,0.08333333333333333,0.125,0.0,0.8913314510878695
John King,667463,59,0.34856408382066273,0.3611111111111111,0.588409649122807,82.12692307692308,0.11864406779661017,0.05084745762711865,0.0,-0.30989176746522684
John Schreiber,670167,40,0.28125,0.19545454545454544,0.47186111111111106,82.05384615384615,0.075,0.05,0.0,0.08679190703359896
Jonah Tong,804636,57,0.4770297912087912,0.625,0.6931055944055944,93.325,0.17543859649122806,0.017543859649122806,0.03508771929824561,-1.4556321806493415
Jonathan Bowlan,680742,51,0.16677058333333336,0.1625,0.3596770833333333,75.55,0.0196078431372549,0.09803921568627451,0.0196078431372549,1.0321410767240893
Jonathan Cannon,686563,88,0.3187627142213322,0.3739130434782609,0.8444289245076099,82.86206896551724,0.09090909090909091,0.09090909090909091,0.011363636363636364,-0.1069247173484803
Jordan Leasure,673929,49,0.4234793328108673,0.525,1.3635057053291535,86.55555555555556,0.10204081632653061,0.10204081632653061,0.04081632653061224,-0.8692072620313256
Jordan Wicks,696136,53,0.19133333333333333,0.26333333333333336,0.3696,83.45294117647059,0.05660377358490566,0.09433962264150944,0.0,0.7065366488909343
Jorge Alcala,660896,57,0.385897762541806,0.5535714285714286,0.7574021739130435,83.42222222222222,0.07017543859649122,0.07017543859649122,0.03508771929824561,-0.4219282486903938
Jose A. Ferrer,678606,64,0.3890986425339366,0.5529411764705883,0.8720052166224579,86.64583333333333,0.109375,0.078125,0.0,-0.5337456167585005
Jose Corniell,692030,41,0.44813546913580243,0.5388888888888889,0.802377976190476,84.54375,0.0975609756097561,0.024390243902439025,0.024390243902439025,-0.9744143825977131
Josh Simpson,681006,65,0.28173053846153845,0.19230769230769232,0.5497142857142857,81.155,0.07692307692307693,0.07692307692307693,0.015384615384615385,0.16750348184254554
José Berríos,621244,39,0.3415575395348837,0.43,0.7275023255813954,87.96000000000001,0.07692307692307693,0.07692307692307693,0.05128205128205128,-0.370781612698847
José Buttó,676130,22,0.4268934298507462,0.39,1.390567164179105,82.16,0.045454545454545456,0.09090909090909091,0.045454545454545456,-0.7355304781300669
José Castillo,620454,59,0.3631841850789096,0.30000000000000004,0.518240650406504,88.76842105263158,0.11864406779661017,0.01694915254237288,0.01694915254237288,-0.6924482454328496
José De León,592254,101,0.28248319505494507,0.37142857142857144,0.4514615384615384,76.86756756756756,0.04950495049504951,0.07920792079207921,0.0297029702970297,0.35706886460077836
José Fermin,820862,30,0.13978528571428572,0.09999999999999999,0.07016666666666667,84.77777777777777,0.0,0.0,0.03333333333333333,0.5616321224360286
José Suarez,660761,19,0.40809940000000006,0.32,0.41175,101.55,0.15789473684210525,0.0,0.05263157894736842,-1.3403185805387532
José Ureña,570632,66,0.30185403753753753,0.36944444444444446,0.45683513513513513,83.624,0.12121212121212122,0.015151515151515152,0.015151515151515152,-0.3464138226378454
Juan Mejia,675848,62,0.32425200000000004,0.36666666666666664,0.3797142857142857,82.44545454545454,0.04838709677419355,0.06451612903225806,0.06451612903225806,-0.029830081974839273
Juan Morillo,666661,19,0.2706,0.15,0.5333333333333333,85.17142857142858,0.05263157894736842,0.10526315789473684,0.0,0.3752867647498927
Julian Fernández,642759,38,0.37420427272727286,0.24545454545454548,0.9173244047619047,89.64285714285714,0.15789473684210525,0.10526315789473684,0.02631578947368421,-0.604154946773469
Justin Bruihl,677865,12,0.02033333333333333,0.0,0.043,72.33333333333333,0.0,0.16666666666666666,0.0,2.247120660134863
Justin Lawrence,664875,52,0.0637,0.16,0.21250000000000002,84.48333333333333,0.07692307692307693,0.11538461538461539,0.0,1.2748712641158981
Justin Slaten,686580,22,0.29508283333333335,0.11666666666666665,0.2644,79.92999999999999,0.045454545454545456,0.0,0.045454545454545456,-0.10969925318461168
Justin Sterner,686993,40,0.168562125,0.2,0.1414,84.97999999999999,0.025,0.05,0.025,0.6513263196016705
Justin Verlander,434378,92,0.24955569097222222,0.33749999999999997,0.5067445312500001,81.74516129032257,0.07608695652173914,0.07608695652173914,0.010869565217391304,0.29690647582411595
Justin Wilson,458677,34,0.5679255865384616,0.49375,1.0635243589743588,81.66,0.058823529411764705,0.029411764705882353,0.029411764705882353,-1.3582341634189237
Justin Wrobleski,680736,48,0.24431196212121212,0.2833333333333333,0.5579999999999999,86.16363636363636,0.08333333333333333,0.10416666666666667,0.020833333333333332,0.3014276317303325
Kade Strowd,669704,15,0.12525,0.0,0.3865,76.45,0.06666666666666667,0.13333333333333333,0.0,1.2665913564287519
Keegan Akin,669211,31,0.38442771428571426,0.19999999999999998,0.41059999999999997,82.14,0.0967741935483871,0.0,0.06451612903225806,-0.7136627656294998
